ID,encoded_pixels
image_117,<empty>
image_118,2:54289 22 54841 22 55387 39 55939 39 56484 50 57036 50 57513 2 57588 57 58059 12 58140 63 58611 12 58692 63 59154 4 59160 18 59227 7 59236 2 59244 67 59706 4 59712 18 59779 7 59788 2 59796 67 60258 24 60331 9 60348 69 60810 24 60883 9 60900 69 61358 30 61422 7 61435 11 61452 72 61910 30 61974 7 61987 11 62004 72 62459 28 62526 7 62537 11 62552 2 62556 74 63011 28 63078 7 63089 11 63104 2 63108 74 63566 30 63630 2 63637 2 63643 93 64118 25 64195 95 64670 25 64747 95 65217 33 65295 9 65306 90 65769 33 65847 9 65858 90 66319 35 66397 4 66405 97 66871 35 66949 4 66957 97 67423 32 67501 4 67507 39 67550 56 67975 32 68053 4 68059 39 68102 56 68529 30 68616 19 68656 57 69081 30 69168 19 69208 57 69635 22 69659 2 69724 2 69763 56 70190 19 70317 58 70742 19 70869 58 71296 8 71423 58 71848 8 71975 58 72400 8 72531 56 72952 8 73083 56 73506 4 73637 52 74058 4 74189 52 74610 4 74744 47 75162 4 75296 47 75714 2 75852 43 76266 6 76408 39 76818 6 76960 39 77370 6 77517 34 77922 6 78069 34 78474 6 78625 28 79026 6 79177 28 79731 26 80283 26 80837 24 81389 24 81943 22 82495 22 83049 20 83604 17 84156 17 84710 15 85262 15 85814 15 86366 15 86918 17 87470 17 88022 17 88574 17 89087 2 89091 2 89126 19 89643 2 89676 23 90195 2 90228 23 90782 23 90816 5 91334 23 91368 5 91886 39 92438 39 92990 36 93542 36 94094 34 94646 34 95198 34 95265 8 95750 32 95812 13 96302 32 96364 13 96834 7 96854 28 96914 15 97386 7 97406 28 97466 15 97936 52 97997 8 98014 21 98488 52 98549 8 98566 21 99040 54 99101 43 99148 2 99592 54 99653 43 99700 2 100140 118 100692 118 101244 118 101796 118 102348 118 102900 118 103452 118 104006 112 104558 112 105110 112 105662 112 106216 106 106324 6 106333 15 106768 106 106876 6 106885 15 107325 135 107877 135 108441 128 109006 46 109054 2 109058 65 109558 46 109606 2 109610 65 110128 15 110160 67 110680 15 110712 67 111264 65 111816 65 112368 65 112920 65 113472 60 114024 60 114574 58 115126 54 115678 54 116228 38 116780 38 117334 24 117886 24 118446 11 118998 11
image_119,1:73586 12 74102 29 74628 31 75154 31 75678 35 76204 35 76726 41 77252 41 77773 46 78299 48 78823 52 79349 54 79875 54 80401 54 80925 56 81451 56 81977 56 82503 56 83027 58 83553 58 84079 58 84605 56 85131 56 85657 54 86183 52 86709 52 87235 50 87763 46 88291 39 88817 39 89345 31 89878 16
image_120,1:13402 37 13441 2 13953 37 13992 2 14493 58 15044 58 15587 73 16138 73 16684 84 17235 84 17782 93 18329 101 18880 101 19429 107 19980 107 20526 116 21077 116 21628 121 22179 121 22728 129 23277 136 23828 136 24379 166 24930 166 25481 172 26032 172 26581 178 27132 178 27681 185 28232 185 28783 187 29334 189 29885 189 30436 191 30987 191 31538 193 32089 193 32640 196 33191 196 33742 196 34293 196 34844 198 35397 196 35948 196 36501 196 37052 196 37605 194 38156 194 38707 194 39258 194 39811 192 40364 188 40915 188 41469 185 42020 185 42573 183 43124 183 43677 181 44228 181 44779 181 45330 181 45885 177 46436 175 46987 175 47542 171 48093 171 48647 165 49198 165 49755 157 50306 157 50864 148 51415 148 51970 142 52527 134 53078 134 53636 122 54187 122 54746 108 55297 108 55851 99 56402 99 56957 4 56968 79 57519 15 57544 50 58070 15 58095 50 58621 2 58627 4 58646 46 59172 2 59178 4 59197 46 59759 30 60310 30 60876 11 61427 11
image_121,1:55205 4 55211 2 55749 4 55755 2 56276 2 56280 2 56303 2 56820 2 56824 2 56847 2 57359 3 57381 12 57396 2 57400 2 57903 3 57925 12 57940 2 57944 2 58475 11 58488 6 59019 11 59032 6 59567 9 59578 4 59603 11 60116 2 60120 8 60147 15 60660 2 60664 8 60691 15 61210 11 61231 21 61754 11 61775 21 62300 9 62319 21 62844 9 62863 21 63390 7 63403 25 63934 7 63947 25 64478 7 64491 25 65022 7 65035 25 65566 9 65579 25 66125 23 66669 23 67215 2 67219 15 67759 2 67763 15 68310 6 68854 6 91113 15 91657 15 92161 59 92705 59 93244 66 93788 66 94330 68 94874 68 95416 70 95958 70 96502 70 97046 68 97590 68 98132 70 98676 70 99220 44 99764 44 100308 40 100852 40 101398 36 101942 34 102486 34 103034 26 103578 26 104126 17 104670 17~2:46471 11 47015 11 47557 15 48099 21 48643 21 49185 25 49729 25 50270 26 50298 2 50814 26 50842 2 51356 36 51900 36 52444 41 52988 41 53534 41 54078 39 54622 39 55169 29 55713 29 56261 15 56278 2 56805 15 56822 2 166283 10 166295 3 166822 17 167366 17 167906 21 168450 21 168990 23 169534 23 170076 23 170620 23 171162 25 171706 25 172248 27 172789 30 173333 30 173877 28 174421 28 174963 30 175507 30 176051 30 176595 30 177139 30 177683 30 178227 28 178771 28 179315 28 179859 28 180403 28 180947 26 181491 26 182037 24 182581 24 183125 22 183669 22 184213 22 184757 22 185301 22 185845 20 186389 20 186936 17 187480 17 188024 14 188568 14 189112 14 189656 14 190202 12 190746 10 191290 10 191834 10 192378 10 192924 8 193468 8 194012 6 194556 6
image_122,<empty>
image_123,1:61914 3 61920 9 62694 3 62700 9 63453 51 64227 70 65007 70 65784 82 66557 92 67337 92 68117 95 68894 101 69674 101 70454 101 71231 107 72011 107 72788 110 73565 113 74342 119 75122 119 75899 122 76673 128 77453 128 78227 134 79001 76 79089 52 79781 76 79869 52 80558 73 80652 49 81332 79 81432 49 82112 79 82212 49 82886 79 82998 43 83660 85 83781 40 84440 85 84561 40 85216 83 85351 27 85993 86 86134 15 86773 86 86914 15 87550 86 88330 89 89110 89 89890 86 90670 89 91450 89 92227 89 93010 89 93790 89 94567 89 94701 3 95347 110 95466 18 96127 110 96246 18 96907 110 97026 22 97690 113 97806 18 98470 113 98586 18 99250 113 99366 18 100030 138 100810 138 101593 131 102376 132 103156 132 103943 121 104726 118 105506 118 106292 112 107078 106 107858 106 108641 100 109427 37 109479 42 110207 37 110259 42 110999 15 111048 24 112657 3 113437 3 114211 9 114991 9 115771 9 116551 9 117328 12 118108 12 118888 9 119664 13 120444 13 121224 13 122004 10 122784 10 123564 10 124344 7 125124 7 125904 7~2:73827 6 74601 22 75381 22 76158 40 76935 55 77715 55 78492 64 79077 12 79171 13 79187 6 79272 67 79857 12 79951 13 79967 6 80052 67 80631 21 80725 43 80829 76 81411 21 81496 55 81609 79 82191 21 82276 55 82389 79 82965 33 83041 73 83166 85 83745 36 83821 76 83946 88 84525 36 84601 76 84726 88 85299 52 85378 85 85503 94 86079 55 86149 100 86280 97 86859 55 86929 100 87060 97 87636 186 87837 103 88419 189 88617 103 89199 189 89397 103 89976 304 90759 301 91539 301 92316 304 93099 298 93879 298 94656 45 94704 253 95457 9 95484 250 96237 9 96264 250 97017 9 97048 246 97803 3 97824 247 98583 3 98604 247 99363 3 99384 244 100168 237 100948 237 101724 238 102508 231 103288 231 104064 232 104844 232 105624 232 106404 49 106475 3 106481 152 107184 4 107191 42 107276 24 107322 88 107964 4 107971 42 108056 24 108102 88 108754 39 108839 15 108897 64 109537 42 109619 15 109677 55 110317 42 110399 15 110457 55 111097 45 111179 15 111225 64 111877 54 111953 27 112002 67 112660 103 112775 74 113440 103 113555 74 114220 106 114335 74 115000 106 115112 77 115780 106 115892 77 116560 106 116672 80 117340 192 118120 192 118897 192 119677 106 119789 80 120457 106 120569 80 121237 106 121352 77 122014 109 122132 74 122794 109 122912 74 123574 106 123686 3 123692 74 124351 109 124472 74 125131 109 125252 74 125911 112 126026 34 126066 40 126684 147 126849 34 127464 147 127629 34 128244 144 128412 27 129028 137 129192 27 129808 137 129972 27 130591 134 130752 27 131371 131 131532 24 132151 131 132312 24 132931 131 133092 24 133711 131 133872 21 134491 131 134652 21 135271 131 135432 18 136054 128 136212 18 136834 128 136992 18 137614 125 138397 122 139177 122 139960 119 140740 112 141520 112 142303 103 143083 100 143863 100 144646 94 145429 91 146209 91 146992 82 147775 76 148558 70 149338 70 150121 64 150907 52 151687 52 152470 43 153262 22 154042 22
image_124,1:62916 21 63679 21 64430 42 65193 42 65956 42 66707 63 67470 63 68224 75 68987 75 69744 87 70507 87 71270 87 72030 93 72793 93 73551 101 74314 101 75077 101 75837 107 76600 107 77360 113 78123 113 78883 116 79646 116 80409 116 81169 122 81932 122 82692 128 83455 128 84215 131 84978 131 85741 131 86504 134 87267 134 88027 137 88790 137 89553 137 90316 140 91079 140 91836 149 92599 149 93362 149 94125 149 94888 149 95648 155 96411 155 97174 155 97937 155 98700 155 99460 161 100223 161 100983 167 101746 167 102509 170 103272 170 104035 170 104798 176 105561 176 106321 185 107084 185 107847 185 108610 191 109373 191 110136 196 110899 196 111662 202 112425 202 113188 202 113951 205 114714 205 115477 208 116240 208 117003 211 117319 30 117766 211 118082 30 118529 211 118845 30 119292 214 119596 47 120055 214 120359 47 120821 214 121116 56 121584 214 121879 56 122347 214 122642 56 123110 214 123399 65 123873 214 124162 65 124639 214 124919 74 125402 214 125682 74 126165 214 126442 80 126928 214 127205 80 127691 214 127968 80 128457 214 128728 86 129220 214 129491 86 129983 214 130251 92 130746 214 131014 92 131509 214 131777 92 132275 211 132537 95 133038 211 133300 95 133804 211 134060 98 134567 211 134823 98 135333 208 135583 104 136096 208 136346 104 136859 208 137109 104 137625 205 137872 104 138388 205 138635 104 139154 202 139395 107 139917 202 140158 107 140680 202 140921 107 141446 199 141681 110 142209 199 142444 110 142975 196 143207 110 143738 196 143970 110 144507 190 144733 110 145270 190 145496 110 146033 190 146259 110 146799 187 147022 110 147562 187 147785 110 148330 182 148548 107 149093 182 149311 107 149856 182 150074 107 150622 176 150837 107 151385 176 151600 107 152154 170 152363 107 152917 170 153126 107 153683 164 153889 104 154446 164 154652 104 155209 164 155415 104 155978 158 156178 101 156741 158 156941 101 157507 149 157704 98 158270 149 158467 98 159036 143 159230 95 159799 143 159993 95 160562 143 160756 95 161331 134 161519 92 162094 134 162282 92 162860 125 163045 89 163623 125 163808 89 164386 125 164571 89 165155 116 165337 81 165918 116 166100 81 166687 105 166863 75 167450 105 167626 75 168219 93 168392 66 168982 93 169155 66 169745 93 169918 66 170514 81 170687 51 171277 81 171450 51 172046 69 172222 21 172809 69 172985 21 173572 69 173748 21 174341 54 175104 54 175876 39 176639 39 177414 9 178177 9 178940 9
image_125,1:72562 2 73131 11 73704 11 74274 14 74847 14 75418 18 75991 18 76562 16 77133 13 77706 13 78279 9 78852 9 79425 4 79431 3 79998 4 80004 3 80571 11 81144 9 81155 2 81717 9 81728 2 82290 13 82863 13 83436 13 84009 13 84582 15 85155 18 85728 18 86301 20 86874 20 87447 22 88020 22 88593 20 89166 20 89739 22 90309 23 90882 23 91458 18 92031 18 92601 23 93174 23 93750 18 94323 18 94896 18 95469 18 96042 18 96615 15 97188 15 97761 13 98336 9 98909 9 99484 5 100057 5 100632 3 101205 3~2:59741 2 60314 2 60881 13 61454 13 62024 16 62597 16 63168 20 63739 22 64312 22 64883 26 65456 26 66029 24 66602 24 67172 27 67745 27 68316 29 68887 33 69460 33 70033 33 70606 33 71179 36 71752 36 72323 38 72893 43 73466 43 74039 45 74612 45 75183 49 75756 49 76329 49 76578 4 76900 54 77146 11 77473 54 77719 11 78044 56 78288 18 78617 56 78861 18 79190 53 79429 2 79434 18 79763 53 80002 2 80007 18 80333 54 80582 16 80902 58 81153 2 81157 14 81475 58 81726 2 81730 14 82048 56 82303 14 82621 56 82876 14 83189 61 83449 14 83762 61 84022 14 84333 63 84597 9 84888 81 85173 6 85461 81 85746 6 86034 81 86321 4 86607 81 86894 4 87178 83 87469 2 87751 83 88042 2 88322 85 88613 4 88895 85 89186 4 89466 87 89761 2 90036 92 90332 4 90609 92 90905 4 91180 94 91476 6 91753 94 92049 6 92326 94 92624 4 92899 94 93197 4 93472 94 93768 6 94043 96 94341 4 94616 96 94914 4 95187 98 95487 4 95760 98 96060 4 96330 101 96630 7 96903 101 97203 7 97474 105 97774 9 98045 107 98345 11 98618 107 98918 11 99189 109 99489 13 99762 109 100062 13 100335 112 100635 13 100908 112 101208 13 101481 112 101781 11 102051 115 102354 11 102624 115 102927 11 103200 112 103500 11 103773 112 104073 11 104346 114 104643 16 104919 114 105216 16 105492 116 105787 18 106065 118 106360 20 106638 118 106933 20 107211 121 107504 22 107784 121 108077 22 108359 121 108648 27 108932 121 109221 27 109505 125 109794 29 109838 9 110078 125 110367 29 110411 9 110651 128 110940 33 110978 22 111226 128 111513 62 111799 128 112086 62 112372 128 112659 33 112697 22 112945 128 113232 33 113270 22 113518 130 113805 31 113845 18 114091 130 114378 31 114418 18 114664 130 114953 27 114993 14 115237 130 115528 23 115568 9 115810 130 116101 23 116141 9 116383 130 116679 15 116956 130 117252 15 117531 128 117827 9 118104 128 118400 9 118677 128 119250 128 119823 128 120396 126 120969 126 121545 123 122118 123 122691 118 123266 114 123839 114 124412 110 124985 110 125560 105 126133 105 126706 103 127281 99 127854 99 128427 99 129000 99 129576 94 130149 94 130724 89 131297 89 131872 85 132445 85 133018 85 133596 76 134169 76 134744 74 135317 74 135890 71 136465 40 136512 22 137038 40 137085 22 137613 34 137665 11 138186 34 138238 11 138764 24 139337 24 139912 16 155027 18 155600 18 156173 29 156204 3 156746 29 156777 3 157315 56 157888 62 158461 62 159034 67 159607 67 160180 69 160265 2 160753 69 160838 2 161328 65 161905 59 162478 59 163056 54 163629 54 164242 9 164815 9
image_126,2:54770 27 55546 27 56313 42 57089 42 57859 55 58635 55 59411 55 60184 64 60960 64 61730 73 62506 73 63279 82 64055 82 64828 88 65604 88 66380 88 67153 94 67929 94 68705 97 69481 97 70254 100 71030 100 71806 103 72582 103 73358 103 74131 109 74907 109 75683 112 76459 112 77235 115 78011 115 78784 118 79560 118 80336 118 81112 121 81888 121 82664 121 83440 121 84213 124 84989 124 85765 127 86541 127 87317 127 88093 127 88869 127 89645 127 90421 127 91197 124 91973 124 92749 124 93525 124 94301 124 95077 124 95853 124 96629 124 97405 124 98181 124 98957 124 99736 121 100512 121 101288 121 102064 121 102840 121 103616 115 104392 115 105165 118 105941 118 106717 112 107493 112 108269 112 109045 112 109821 112 110597 109 111373 109 112146 112 112922 112 113698 109 114474 109 115250 109 116026 109 116802 109 117575 112 118351 112 119130 106 119906 106 120682 103 121458 103 122237 97 123013 97 123789 97 124577 82 125353 82 126135 73 126911 73 127690 67 128466 67 129242 67 130018 67 130794 67 131573 64 132349 64 133128 58 133904 58 134683 51 135459 51 136247 15 136265 15 137023 15 137041 15 137799 15 137817 15
image_127,<empty>
image_128,<empty>
image_129,2:90816 2 91376 2 91931 13 92491 13 93049 13 93609 13 94162 18 94722 18 95278 20 95838 20 96391 20 96949 16 97509 16 98069 11 98629 11
image_130,1:89904 11 90463 13 90498 11 91024 13 91059 11 91585 48 92146 48 92707 48 93268 48 93829 52 94390 52 94951 59 95512 59 96073 65 96636 66 97197 66 97758 68 97828 2 98319 68 98389 2 98884 62 99445 62 100009 48 100063 2 100570 48 100624 2 101139 38 101709 26 102270 26
image_131,2:26130 5 26722 5 27314 5 27909 2 28501 2 29090 10 29153 4 29673 26 29724 32 30265 26 30316 32 30857 30 30901 42 31445 94 31572 11 32037 94 32164 11 32626 104 32749 25 33207 162 33799 162 34384 171 34971 178 35563 178 36153 182 36742 185 37334 185 37926 185 38518 185 39108 190 39698 192 40290 192 40880 194 41472 194 42064 194 42656 194 43248 196 43840 196 44432 196 45024 198 45616 198 46208 198 46797 201 47389 201 47981 204 48571 206 49163 206 49755 206 50345 208 50937 208 51526 208 52116 213 52708 213 53300 210 53890 212 54482 212 55071 215 55663 218 56255 218 56845 220 57437 222 58029 222 58621 222 59211 226 59803 226 60395 229 60987 231 61579 231 62168 234 62760 236 63352 236 63944 239 64536 239 65128 239 65720 241 66312 243 66904 243 67494 245 68086 245 68678 245 69270 245 69862 245 70454 245 71048 243 71640 243 72232 243 72824 246 73416 246 74008 246 74600 246 75192 246 75784 246 76376 246 76968 246 77560 243 78152 243 78744 243 79336 243 79931 240 80523 240 81115 238 81707 236 82299 236 82891 233 83483 231 84075 231 84667 231 85259 229 85851 229 86443 226 87035 226 87627 226 88219 226 88811 224 89403 224 89995 222 90587 222 91179 222 91771 219 92363 219 92955 219 93547 217 94139 217 94731 217 95323 217 95915 219 96507 219 97099 219 97691 219 98283 219 98875 219 99467 219 100059 219 100651 219 101245 217 101837 217 102429 217 103021 217 103613 217 104207 215 104799 215 105391 215 105986 212 106578 212 107170 212 107762 212 108356 210 108948 210 109540 208 110132 208 110724 208 111316 208 111910 204 112502 204 113094 204 113689 198 114281 198 114873 196 115465 196 116057 194 116651 190 117243 190 117837 188 118429 185 119021 185 119616 180 120210 178 120802 178 121394 176 121988 174 122580 174 123174 172 123766 169 124358 169 124955 167 125552 159 126144 159 126738 155 127332 153 127924 153 128519 150 129111 150 129703 150 130297 143 130891 139 131483 139 132078 134 132674 127 133266 127 133861 122 134453 120 135045 120 135639 118 136231 115 136823 115 137417 97 137517 4 137524 2 138009 88 138601 88 139193 86 139785 81 140377 81 140969 81 141561 81 142153 81 142747 77 143339 77 143931 77 144526 74 145125 64 145717 64 146313 60 146910 51 147502 51 148101 35 148698 4 149290 4
image_132,1:26507 8 26519 5 27046 24 27072 2 27076 2 27588 41 28132 41 28674 45 29216 51 29316 19 29758 57 29817 2 29853 28 30302 57 30361 2 30397 28 30844 70 30929 42 31386 131 31930 131 32471 136 33015 136 33557 141 34101 147 34643 149 35187 149 35731 153 36273 77 36364 3 36398 30 36817 72 36942 34 37361 68 37491 29 37905 68 38035 29 38447 68 38583 25 38991 66 39123 2 39127 25 39535 62 39667 29 40079 62 40211 29 40621 61 40755 2 40759 25 41165 64 41299 2 41303 25 41709 57 41847 2 41851 21 42253 57 42397 19 42797 57 42941 19 43341 57 43487 17 43885 55 44031 17 44429 53 44575 15 44971 57 45117 15 45515 57 45661 15 46059 53 46203 15 46605 55 46745 15 47149 51 47287 17 47693 51 47831 17 48239 47 48375 13 48785 43 49331 43 49391 12 49875 41 49935 15 50419 41 50479 15 50965 49 51016 2 51021 19 51509 75 52055 68 52599 68 53146 57 53690 51 54242 2 54246 34 54799 15 54816 2 55343 15 55360 2 55889 8~2:24894 4 25438 4 25977 24 26524 21 27070 2 27074 2 27078 15 27629 12 28173 12 28719 10 29267 8 29815 2 30359 2 36350 14 36367 31 36889 53 37429 62 37973 62 38515 68 39057 66 39125 2 39597 70 40141 70 40682 73 40757 2 41229 70 41301 2 41766 81 41849 2 42310 87 42854 87 43398 89 43940 91 44482 93 45028 89 45572 89 46112 91 46660 85 47200 87 47744 87 48286 89 48828 97 49374 17 49403 64 49916 19 49950 57 50460 19 50494 57 51014 2 51018 3 51040 17 51067 26 51584 4 51590 2 51620 10
image_133,1:23438 2 23443 2 24006 2 24011 2 24548 51 25116 51 25679 62 26243 68 26811 68 27376 71 27944 71 28510 73 29078 73 29646 73 30214 73 30780 75 31348 75 31914 77 32480 82 33048 82 33616 82 34184 82 34747 87 35315 87 35876 94 36444 94 37012 94 37580 94 38144 100 38708 104 39276 104 39839 109 40407 109 40971 115 41539 115 42104 120 42672 120 43238 122 43806 122 44374 125 44940 127 45508 127 46074 129 46642 129 47210 129 47778 129 48346 129 48914 129 49482 129 50050 129 50616 131 51184 128 51752 128 52320 128 52888 128 53456 128 54024 128 54589 131 55157 131 55728 124 56296 124 56861 127 57432 119 58000 119 58565 122 59133 122 59704 117 60272 117 60837 120 61405 120 61976 117 62544 117 63109 120 63680 117 64248 117 64816 119 65384 119 65954 117 66522 117 67090 117 67658 117 68226 115 68794 115 69362 115 69930 115 70500 113 71068 113 71636 113 72204 113 72772 113 73340 113 73908 113 74476 113 75044 113 75614 111 76182 111 76750 113 77318 113 77886 113 78456 109 79024 109 79592 109 80160 109 80731 106 81299 106 81871 100 82439 100 83009 96 83584 84 84152 84 84722 76 85290 76 85867 62 86435 62 87010 49 87578 49 88152 36 88720 36 89300 8~2:20041 11 20609 11 21168 27 21736 27 22295 38 22863 38 23414 24 23440 3 23445 24 23982 24 24008 3 24013 24 24599 6 25167 6
image_134,2:38445 4 38878 4 39232 15 39296 22 39657 33 39711 6 39722 31 40090 33 40144 6 40155 31 40519 100 40950 102 41383 102 41815 101 42248 101 42681 101 43099 3 43109 106 43525 122 43958 122 44387 126 44820 126 45252 127 45685 127 46118 127 46549 129 46980 131 47413 131 47848 129 48276 134 48709 134 49142 134 49575 134 50008 134 50441 134 50874 134 51305 137 51738 137 52171 137 52601 142 53032 144 53465 144 53898 146 54329 151 54762 151 55195 153 55628 153 56061 153 56493 155 56926 155 57359 157 57792 157 58225 157 58656 161 59089 161 59522 161 59953 163 60386 163 60819 164 61251 165 61684 165 62112 172 62536 183 62969 183 63400 185 63833 187 64266 187 64698 188 65131 188 65564 188 65995 190 66428 190 66863 188 67296 188 67729 188 68163 187 68605 178 69038 178 69471 176 69906 172 70339 172 70772 170 71205 170 71638 170 72071 167 72504 167 72938 166 73373 157 73806 157 74239 154 74672 151 75105 151 75538 145 75971 142 76404 142 76839 138 77272 138 77705 138 78139 136 78572 136 79005 137 79440 135 79873 135 80306 137 80741 135 81174 135 81607 135 82040 135 82474 139 82909 137 83342 137 83777 57 83839 75 84213 48 84274 73 84646 48 84707 73 85084 43 85142 71 85521 34 85575 73 85954 34 86008 73 86393 24 86443 71 86833 4 86879 68 87266 4 87312 68 87743 68 88176 68 88609 68 89041 69 89474 69 89908 66 90341 66 90774 66 91207 2 91211 62 91640 64 92073 64 92510 59 92943 59 93379 56 93817 12 93832 32 94250 12 94265 32 94685 5 94705 24 95138 19 95571 19 96002 16
image_135,1:54044 30 54593 30 55129 51 55678 51 56220 63 56769 63 57312 73 57859 79 58408 79 58953 85 59502 85 60048 90 60597 90 61144 95 61693 95 62242 97 62789 99 63338 99 63887 101 64436 101 64983 103 65532 103 66081 105 66630 105 67179 105 67728 105 68277 105 68826 105 69375 105 69924 105 70473 105 71022 103 71571 103 72120 103 72669 103 73218 103 73769 101 74318 101 74867 99 75416 99 75967 97 76516 97 77067 93 77616 93 78165 90 78719 83 79268 83 79821 77 80370 77 80928 64 81477 64 82034 47 82583 47 83139 32
image_136,2:67555 12 68336 12 69108 30 69889 30 70670 30 71448 39 72229 39 73007 49 73788 49 74563 58 75344 58 76125 58 76899 68 77680 68 78461 74 79242 74 80017 101 80798 101 81579 101 82357 110 83138 110 83916 116 84697 116 85478 116 86259 116 87037 122 87818 122 88599 122 89383 122 90164 122 90945 122 91726 122 92507 125 93288 125 94069 125 94850 128 95631 128 96412 128 97193 128 97977 128 98758 128 99539 128 100320 132 101101 132 101882 138 102663 138 103444 144 104225 144 105006 144 105790 141 106571 141 107352 141 108133 141 108917 138 109698 138 110479 138 111260 141 112041 141 112825 147 113606 147 114387 147 115168 147 115949 147 116730 147 117511 147 118296 143 119077 143 119858 143 120639 143 121423 140 122204 140 122985 140 123766 140 124547 140 125328 140 126109 140 126890 143 127671 143 128452 143 129233 143 130014 143 130798 140 131579 140 132360 143 133141 143 133922 143 134700 146 135481 146 136262 149 137043 149 137821 155 138602 155 139383 155 140160 162 140941 162 141719 168 142500 168 143281 168 144062 168 144840 171 145621 171 146402 171 147180 177 147961 177 148742 177 149523 177 150304 177 151085 177 151866 177 152647 177 153428 177 154209 180 154990 180 155771 180 156552 180 157333 180 158114 180 158895 180 159676 177 160457 177 161238 177 162019 177 162800 177 163581 177 164362 177 165143 174 165924 174 166705 174 167486 174 168267 174 169048 171 169829 171 170610 168 171391 168 172172 168 172953 168 173737 165 174518 165 175299 165 176080 162 176861 162 177642 159 178423 159 179207 150 179988 150 180769 150 181550 147 182331 147 183112 144 183893 144 184677 135 185458 135 186239 135 187020 132 187801 132 188582 129 189363 129 190148 115 190929 115 191710 115 192494 109 193275 109 194059 106 194840 106 195624 103 196405 103 197186 103 197967 100 198748 100 199532 97 200313 97 201100 88 201881 88 202668 82 203449 82 204230 82 205017 73 205798 73 206585 58 207366 58 208156 34 208937 34 209718 34 210502 25 211283 25 224283 27 225064 27 225845 27 226620 36 227401 36 228176 45 228957 45 229731 52 230512 52 231290 58 232071 58 232852 58 233627 64 234408 64 235186 67 235967 67 236745 67 237526 67 238307 67 239085 73 239866 73 240644 76 241425 76 242206 76 242987 76 243768 76 244549 76 245330 76 246111 79 246892 79 247670 85 248451 85 249232 85 250010 88 250791 88 251566 91 252347 91 253122 107 253903 107 254684 107 255459 125 256240 125 257018 131 257799 131 258577 143 259358 143 260136 149 260917 149 261698 149 262475 156 263256 156 264034 162 264815 162 265596 165 266377 165 267158 165 267936 174 268717 174 269498 177 270279 177 271060 177 271841 177 272622 177 273406 177 274187 177 274971 180 275752 180 276540 180 277321 180 278102 180 278895 171 279676 171 280463 168 281244 168 282028 168 282809 168 283590 168 284374 168 285155 168 285939 165 286720 165 287504 162 288285 162 289069 159 289850 159 290631 159 291415 159 292196 159 292980 156 293761 156 294542 156 295323 156 296104 156 296885 159 297666 159 298447 162 299228 162 300012 162 300793 162 301574 162 302355 162 303136 162 303920 165 304701 165 305485 174 306266 174 307047 174 307828 177 308609 177 309393 180 310174 180 310955 183 311736 183 312517 183 313298 187 314079 187 314860 187 315641 187 316422 187 317203 187 317987 184 318768 184 319549 184 320330 184 321111 184 321892 180 322673 180 323454 177 324235 177 325016 177 325797 177 326578 177 327359 174 328140 174 328921 174 329702 174 330483 174 331268 170 332049 170 332830 170 333611 170 334392 170 335173 170 335954 170 336735 170 337516 170 338300 167 339081 167 339862 170 340643 170 341424 170 342208 167 342989 167 343770 167 344551 167 345335 161 346116 161 346900 152 347681 152 348462 152 349246 149 350027 149 350814 140 351595 140 352379 131 353160 131 353941 131 354728 119 355509 119 356293 113 357074 113 357855 107 358636 107 359417 107 360201 104 360982 104 361766 76 361849 12 362547 76 362630 12 363328 70 364109 70 364890 70 365677 58 366458 58 367245 46 368026 46 368820 27 369601 27 370382 27 371172 12 371953 12
